Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 21-22,20/10/2021,16:15,League,Men's Midlands Tier 2,Birmingham Men's 4,2,2,Coventry Men's 1,,Draw,,"Water Based Pitch 1, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Men's,Midlands,Tier 2,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:15,League,Men's Midlands Tier 3,East Anglia Men's 1,11,0,Oxford Men's 3,East Anglia Men's 1,,,"Astro Pitch, Sportspark, University of East Anglia, Norwich, NR4 7TJ Provider: Hockey 21-22",Men's,Midlands,Season,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,20/10/2021,16:15,League,ICG Women's Midlands Tier 3,Birmingham Women's 6,5,1,Lincoln Women's 1,Birmingham Women's 6,,,"Water Based Pitch 2, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Women's,Midlands,Season,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's South Eastern Tier 5,Portsmouth Women's 3,0,0,Imperial Women's 5 (Medics),Portsmouth Women's 3,HomeWalkover,Unable to field a team,"Astro - Langstone Pitches, Furze Lane, Southsea, PO4 8LW Provider: Hockey 21-22",Women's,South Eastern,Season,0,0,Imperial Women's 5 (Medics),1,1,0,1,0,0,1,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Scottish Tier 2,Robert Gordon Women's 1,0,11,Aberdeen Women's 1,Aberdeen Women's 1,,,Get Active @ Cults Provider: Hockey 21-22,Women's,Scottish,Tier 2,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Scottish Tier 5,St Andrews Women's 4,1,10,Edinburgh Women's 8,Edinburgh Women's 8,,,"Saints Sport, University Park, St Leonards Road, St Andrews Fife KY16 9DY 01334462190 Provider: Saints Sport",Women's,Scottish,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,Men's South Eastern Tier 3,UCL Men's 2 (RUMS),9,1,Sussex Men's 2,UCL Men's 2 (RUMS),,,"Southgate Hockey Centre - Trent Park, Snake Lane, EN4 0PS Provider: Hockey 21-22",Men's,South Eastern,Season,8,10,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,Men's Midlands Tier 1,Nottingham Trent Men's 3,5,3,Nottingham Men's 3,Nottingham Trent Men's 3,,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Midlands,Tier 1,2,8,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,Men's Premier (North/South),Sheffield Hallam Men's 1,1,4,Birmingham Men's 2,Birmingham Men's 2,,,Abbeydale Sports Club (Water Based) Provider: Hockey 21-22,Men's,Premier Tier,Premier Tier,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Premier (North/South),Durham Women's 2,2,0,Loughborough Women's 2,Durham Women's 2,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: Hockey 21-22,Women's,Premier Tier,Premier Tier,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,16:30,League,Men's Western Tier 4,Bath Spa Men's 1,1,17,Bristol Men's 6,Bristol Men's 6,,,Frome Sport & Fitness  Provider: Hockey 21-22,Men's,Western,Season,16,18,,1,1,0,0,0,1,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,Men's Northern Tier 5 ,Huddersfield Men's 1,3,2,Manchester Men's 5,Huddersfield Men's 1,,,Lockwood Park Provider: Hockey 21-22,Men's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Northern Tier 2,Lancaster Women's 1,2,4,Manchester Met Women's 1,Manchester Met Women's 1,,,"Astro 1, Sports Centre, Lancaster University, Lancaster, LA1 4YQ Provider: Hockey 21-22",Women's,Northern,Tier 2,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Northern Tier 2,Durham Women's 4,5,2,Leeds Women's 2,Durham Women's 4,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: Hockey 21-22,Women's,Northern,Tier 2,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's Northern Tier 5,Cumbria Women's 1,0,7,Newcastle Women's 6,Newcastle Women's 6,,,"University of Cumbria, ATP, Sports Complex, Bowerham Road, Lancaster, Lancashire, UK. LA1 3DY Provider: Hockey 21-22",Women's,Northern,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's South Eastern Tier 4,Imperial Women's 3,4,1,Royal Holloway Women's 2,Imperial Women's 3,,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Hockey 21-22",Women's,South Eastern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,16:30,League,ICG Women's South Eastern Tier 4,UCL Women's 4,18,0,Bucks New Women's 1,UCL Women's 4,,,"Southgate Hockey Centre - Trent Park, Snake Lane, EN4 0PS Provider: Hockey 21-22",Women's,South Eastern,Season,18,18,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,20/10/2021,16:40,League,ICG Women's Premier (North/South),UCL Women's 1,0,4,Cambridge Women's 1,Cambridge Women's 1,,,"Dukes Meadow Astroturf Hockey Pitch - Dukes Meadow, Dan Mason Drive, W4 2SH Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Scottish Tier 2,Edinburgh Men's 3,4,0,Glasgow Caledonian Men's 1,Edinburgh Men's 3,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Tier 2,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:00,League,ICG Women's Scottish Tier 5,Dundee Women's 4,1,14,Robert Gordon Women's 2,Robert Gordon Women's 2,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: Hockey 21-22",Women's,Scottish,Season,13,15,,1,1,0,0,0,1,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,ICG Women's Scottish Tier 4,Glasgow Caledonian Women's 1,4,2,St Andrews Women's 3,Glasgow Caledonian Women's 1,,,"Clydesdale Hockey Club
22 Beaton Rd,
 Glasgow
 G41 4LB Provider: Hockey 21-22",Women's,Scottish,Season,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,ICG Women's Scottish Tier 5,Glasgow Women's 4,9,0,Strathclyde Women's 3,Glasgow Women's 4,,,"Garscube Sports Complex, West of Scotland Science Park, Maryhill Road, Glasgow. G20 0SP (01413305363) Provider: Hockey 21-22",Women's,Scottish,Season,9,9,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Northern Tier 2,Liverpool Men's 2,4,0,Chester Men's 1,Liverpool Men's 2,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Hockey 21-22",Men's,Northern,Tier 2,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Northern Tier 2,York Men's 1,3,2,Sheffield Hallam Men's 2,York Men's 1,,,"JLD Astro, University of York, YO10 5NA Provider: Hockey 21-22",Men's,Northern,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Premier (National),Exeter Men's 1,5,3,Birmingham Men's 1,Exeter Men's 1,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Premier Tier (National),Premier Tier (National),2,8,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Premier (North/South),Nottingham Men's 2,4,5,Leeds Beckett  Men's 1,Leeds Beckett  Men's 1,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Premier (North/South),King's College Men's 1 (GKT),5,4,Swansea Men's 1,King's College Men's 1 (GKT),,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,Men's Western Tier 1,Bristol Men's 2,4,0,Plymouth Men's 1,Bristol Men's 2,,,"Upper Astro, Coombe Dingle Sports Complex, Coombe Lane, Bristol BS9 2BJ Provider: Hockey 21-22",Men's,Western,Tier 1,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:00,League,ICG Women's Western Tier 1,Exeter Women's 4,2,2,UWE Women's 1,,Draw,,"Sand Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Women's,Western,Tier 1,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:00,League,ICG Women's South Eastern Tier 2 ,King's College Women's 2 (GKT),2,1,Royal Holloway Women's 1,King's College Women's 2 (GKT),,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Women's,South Eastern,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:15,League,Men's Scottish Tier 2,Glasgow Men's 2,5,2,Dundee Men's 1,Glasgow Men's 2,,,"Glasgow National Hockey Centre, 8 Kings Drive, Glasgow. G40 1HB (01415505999) Provider: Hockey 21-22",Men's,Scottish,Tier 2,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:15,League,ICG Women's Scottish Tier 1,Glasgow Women's 1,2,0,Edinburgh Women's 3,Glasgow Women's 1,,,"Glasgow National Hockey Centre, 8 Kings Drive, Glasgow. G40 1HB (01415505999) Provider: Hockey 21-22",Women's,Scottish,Tier 1,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's Scottish Tier 1,Edinburgh Men's 2,2,3,Glasgow Men's 1,Glasgow Men's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Tier 1,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's Midlands Tier 2,Lincoln Men's 1,0,8,Loughborough Men's 4,Loughborough Men's 4,,,Astro Pitch - University of Lincoln Sports Centre Provider: Hockey 21-22,Men's,Midlands,Tier 2,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's Western Tier 3,Southampton Men's 2,1,1,Bristol Men's 4,,Draw,,"Wide Lane Sports Ground, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: Hockey 21-22",Men's,Western,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's South Eastern Tier 3,City Men's 1,2,0,King's College Men's 3 (GKT),City Men's 1,,,"Lee Valley Hockey & Tennis Centre, Eton Manor, Queen Elizabeth Olympic Park, Leadmil Lane, London, E20 3AD Provider: Hockey 21-22",Men's,South Eastern,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's Midlands Tier 1,Cambridge Men's 2,1,1,Nottingham Men's 4,,Draw,,"Wilberforce Road Sports Ground, Wilberforce Road CB3 0EQ
 Provider: Hockey 21-22",Men's,Midlands,Tier 1,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,ICG Women's Premier (National),Loughborough Women's 1,4,3,Nottingham Women's 1,Loughborough Women's 1,,,"Waterbase Hockey Pitch, Loughborough University, LE11 3TU Provider: Hockey 21-22",Women's,Premier Tier (National),Premier Tier (National),1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,ICG Women's Premier (North/South),Leeds Women's 1,8,1,Liverpool Women's 1,Leeds Women's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,Men's Western Tier 1,Cardiff Men's 2,1,1,Bournemouth Men's 1,,Draw,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western,Tier 1,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,ICG Women's Northern Tier 4,Sheffield Women's 3,2,3,Northumbria Women's 2,Northumbria Women's 2,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,17:30,League,ICG Women's Midlands Tier 3,Derby Women's 1,0,15,Nottingham Women's 6,Nottingham Women's 6,,,"St Benedict's School Astro Pitch
Duffield Road
Derby
DE22 1JD Provider: Hockey 21-22",Women's,Midlands,Season,15,15,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,20/10/2021,17:30,League,ICG Women's Midlands Tier 3,Nottingham Women's 5,8,0,Oxford Brookes Women's 4,Nottingham Women's 5,,,"Sand dressed Astro, David Ross Sports Centre (DRSV), Beeston Lane, Nottingham. NG7 2RJ Provider: Hockey 21-22",Women's,Midlands,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,18:00,League,Men's Midlands Tier 2,Birmingham Men's 5,2,5,Warwick Men's 2,Warwick Men's 2,,,"Water Based Pitch 1, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Men's,Midlands,Tier 2,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:00,League,Men's South Eastern Tier 3,Imperial Men's 3,2,2,Portsmouth Men's 2,,Draw,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Hockey 21-22",Men's,South Eastern,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:00,League,Men's Premier (North/South),Oxford Men's 1,3,2,Cardiff Men's 1,Oxford Men's 1,,,"Fletcher Field Artificial Pitch
Iffley Road Sports Centre
OX4 1SR Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:00,League,ICG Women's Premier (North/South),Newcastle Women's 1,4,1,Nottingham Women's 2,Newcastle Women's 1,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:15,League,Men's Northern Tier 2,Durham Men's 3,4,0,Northumbria Men's 1,Durham Men's 3,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: Hockey 21-22,Men's,Northern,Tier 2,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,18:15,League,ICG Women's Premier (National),Nottingham Trent Women's 1,1,5,Birmingham Women's 1,Birmingham Women's 1,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Premier Tier (National),Premier Tier (National),4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:15,League,Men's Northern Tier 5 ,Bolton Men's 1,1,9,Lancaster Men's 3,Lancaster Men's 3,,,"Bolton School Astroturf ,Leverhulme Pavilion, Chorley New Road, BL1 5BP Provider: Hockey 21-22",Men's,Northern,Season,8,10,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:30,League,ICG Women's Scottish Tier 2,Glasgow Women's 2,1,6,Stirling Women's 1,Stirling Women's 1,,,"Garscube Sports Complex, West of Scotland Science Park, Maryhill Road, Glasgow. G20 0SP (01413305363) Provider: Hockey 21-22",Women's,Scottish,Tier 2,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:30,League,Men's Scottish Tier 1,Heriot-Watt Men's 1,4,3,St Andrews Men's 1,Heriot-Watt Men's 1,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Tier 1,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,18:30,League,Men's Premier (National),Cardiff Met Men's 1,1,3,Nottingham Trent Men's 1,Nottingham Trent Men's 1,,,Hockey Astro Turf (Sand Dressed) Provider: Hockey 21-22,Men's,Premier Tier (National),Premier Tier (National),2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:00,League,ICG Women's Scottish Tier 5,Glasgow Caledonian Women's 2,0,0,UWS Women's 1,UWS Women's 1,AwayWalkover,BUCS Disciplinary Ruling,"Glasgow National Hockey Centre, 8 Kings Drive, G40 1HB Provider: Hockey 21-22",Women's,Scottish,Season,0,0,Glasgow Caledonian Women's 2,1,1,0,1,0,0,1,0
BUCS Hockey 21-22,20/10/2021,19:00,League,ICG Women's Scottish Tier 2,Heriot-Watt Women's 1,1,8,Abertay Women's 1,Abertay Women's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Tier 2,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:00,League,Men's Northern Tier 1,Liverpool Men's 1,2,4,Manchester Men's 1,Manchester Men's 1,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Hockey 21-22",Men's,Northern,Tier 1,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:00,League,ICG Women's Western Tier 1,Cardiff Women's 2 (Medics),2,3,Southampton Women's 1,Southampton Women's 1,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Women's,Western,Tier 1,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:00,League,ICG Women's Western Tier 2,Southampton Women's 2,1,2,Bournemouth Women's 1,Bournemouth Women's 1,,,"Wide Lane Sports Ground, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: Hockey 21-22",Women's,Western,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:30,League,Men's Midlands Tier 3,Derby Men's 1,1,6,Nottingham Men's 5,Nottingham Men's 5,,,"St Benedict's School Astro Pitch
Duffield Road
Derby
DE22 1JD Provider: Hockey 21-22",Men's,Midlands,Season,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,19:30,League,ICG Women's Northern Tier 3,Newcastle Women's 4,1,4,Leeds Women's 3,Leeds Women's 3,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Northern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,20:00,League,Men's Scottish Tier 3,Heriot-Watt Men's 2,2,3,St Andrews Men's 2,St Andrews Men's 2,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,20/10/2021,20:00,League,ICG Women's Midlands Tier 1,Nottingham Trent Women's 2,0,6,Nottingham Women's 3,Nottingham Women's 3,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Tier 1,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,20/10/2021,20:30,League,Men's Scottish Tier 4,Edinburgh Men's 6,0,3,Robert Gordon Men's 1,Robert Gordon Men's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,,Tournament,ICG Women's Northern Conference Trophy,Sunderland Women's 1,0,0,Durham Women's 6,Durham Women's 6,,,,Women's,Northern Conference Trophy,Northern Conference Trophy,0,0,,1,0,1,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,11:30,League,Men's Western Tier 2,Cardiff Men's 4 (Medics),2,5,Cardiff Men's 3,Cardiff Men's 3,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western,Tier 2,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,12:15,Tournament,ICG Women's Northern Conference Trophy,Sheffield Women's 5,0,4,Leeds Women's 6,Leeds Women's 6,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,4,4,,1,0,1,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,12:30,League,Men's Scottish Tier 3,Heriot-Watt Men's 2,1,8,Strathclyde Men's 2,Strathclyde Men's 2,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Season,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Western Tier 3,Swansea Women's 2,6,0,Swansea Women's 3,Swansea Women's 2,,,Swansea University (Hockey) Provider: Hockey 22-23,Women's,Western,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's South Eastern Tier 4,Portsmouth Men's 3,0,0,Imperial Men's 6,Portsmouth Men's 3,HomeWalkover,Unable to field a team,"Astro - Langstone Pitches, Furze Lane, Southsea, PO4 8LW Provider: Hockey 21-22",Men's,South Eastern,Season,0,0,Imperial Men's 6,1,1,0,1,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's Scottish Tier 2,Abertay Men's 1,1,17,Dundee Men's 1,Dundee Men's 1,,,"DISCMains Loan, Dundee, DD4 7AA Provider: Hockey 21-22",Men's,Scottish,Tier 2,16,18,,1,1,0,0,0,1,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Scottish Tier 5,Heriot-Watt Women's 2,0,13,St Andrews Women's 4,St Andrews Women's 4,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Season,13,13,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's South Eastern Tier 2,Brunel Men's 1,5,4,Essex Men's 1,Brunel Men's 1,,,"Multi-Use, Sports Park, Brunel University, Kingston Lane, Uxbridge, UB8 3PH Provider: Hockey 21-22",Men's,South Eastern,Tier 2,1,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's Northern Tier 3,Keele Men's 1,1,2,Lancaster Men's 2,Lancaster Men's 2,,,Keele Sand Astro Pitch Provider: Hockey 21-22,Men's,Northern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's Northern Tier 4,Leeds Beckett  Men's 3,2,1,Sheffield Men's 3,Leeds Beckett  Men's 3,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Men's,Northern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Premier (North/South),Bath Women's 1,6,3,Exeter Women's 2,Bath Women's 1,,,"Astro 2 (waterbased): Sports Training Village, University of Bath, Claverton Down Road, Combe Down, Bath, BA2 7AY UK Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,3,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's Northern Tier 5 ,Manchester Men's 5,0,1,Lancaster Men's 3,Lancaster Men's 3,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Men's,Northern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,Men's Northern Tier 5 ,Hull Men's 2,1,1,York Men's 3,,Draw,,Uni of Hull Sport Park (Astroturf) Provider: Hockey 21-22,Men's,Northern,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Midlands Tier 2 ,Warwick Women's 1,3,1,Oxford Women's 2,Warwick Women's 1,,,"Waterbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8AH Provider: Hockey 21-22",Women's,Midlands,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Midlands Tier 4,Oxford Brookes Women's 5,8,0,Worcester Women's 2,Oxford Brookes Women's 5,,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: Hockey 21-22",Women's,Midlands,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Midlands Tier 4,Nottingham Trent Women's 5,3,1,Leicester Women's 2,Nottingham Trent Women's 5,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Midlands Tier 4,Bedfordshire Women's 1,0,10,Lincoln Women's 2,Lincoln Women's 2,,,Sand Dressed Astro Provider: UOB Sand Dressed Astro,Women's,Midlands,Season,10,10,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Western Tier 3,Cardiff Women's 7,1,1,Cardiff Women's 5,,Draw,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Women's,Western,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Western Tier 2,Exeter Women's 5,0,1,Bristol Women's 2,Bristol Women's 2,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Women's,Western,Tier 2,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's Western Tier 4,Southampton Women's 3,1,0,UWE Women's 2,Southampton Women's 3,,,"Wide Lane Sports Ground, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: Hockey 21-22",Women's,Western,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:00,League,ICG Women's South Eastern Tier 5,King's College Women's 7,10,0,Kent Women's 3,King's College Women's 7,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Women's,South Eastern,Season,10,10,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,27/10/2021,13:00,Tournament,ICG Women's Northern Conference Trophy,York St John Women's 1,1,7,Newcastle Women's 6,Newcastle Women's 6,,,Wakefield Sports Club Provider: Hockey 21-22,Women's,Northern Conference Trophy,Northern Conference Trophy,6,8,,1,0,1,0,0,0,0,0
